date,price,price_lag_1,price_lag_3,price_lag_7,price_rolling_mean_7
2024-06-10 00:00:00,0.3026576385116436,0.29706673917555204,0.3187089526069423,0.269420681419147,0.3010558745767218
2024-06-11 00:00:00,0.3029760657435806,0.3026576385116436,0.29723507665722926,0.28411902193261207,0.3039830185520167
2024-06-12 00:00:00,0.2670550365033152,0.3029760657435806,0.29706673917555204,0.3186643438124913,0.29597180139234025
2024-06-13 00:00:00,0.27703931876092247,0.2670550365033152,0.3026576385116436,0.33026713882126935,0.28770934549683536
2024-06-14 00:00:00,0.25517889417670003,0.27703931876092247,0.3029760657435806,0.3187089526069423,0.27784769222560257
2024-06-15 00:00:00,0.2568036401116506,0.25517889417670003,0.2670550365033152,0.29723507665722926,0.27157159523588903
2024-06-16 00:00:00,0.25978565614117255,0.2568036401116506,0.27703931876092247,0.29706673917555204,0.26578452178522016
2024-06-17 00:00:00,0.2660185418649247,0.25978565614117255,0.25517889417670003,0.3026576385116436,0.2600971026921328
2024-06-18 00:00:00,0.2629317037343063,0.2660185418649247,0.2568036401116506,0.3029760657435806,0.25388109056557684
2024-06-19 00:00:00,0.23456824095795492,0.2629317037343063,0.25978565614117255,0.2670550365033152,0.24883822547969658
2024-06-20 00:00:00,0.23218136794293687,0.23456824095795492,0.2660185418649247,0.27703931876092247,0.2418750088802546
2024-06-21 00:00:00,0.2376256235146178,0.23218136794293687,0.2629317037343063,0.25517889417670003,0.23915024719542766
2024-06-22 00:00:00,0.22398915332663638,0.2376256235146178,0.23456824095795492,0.2568036401116506,0.23405651520551296
2024-06-23 00:00:00,0.22678466279327114,0.22398915332663638,0.23218136794293687,0.25978565614117255,0.22893383214737262
2024-06-24 00:00:00,0.20811073168000582,0.22678466279327114,0.2376256235146178,0.2660185418649247,0.2199449100552089
2024-06-25 00:00:00,0.15773165457252936,0.20811073168000582,0.22398915332663638,0.2629317037343063,0.20361490132258298
2024-06-26 00:00:00,0.1814368800794316,0.15773165457252936,0.22678466279327114,0.23456824095795492,0.19536741860716766
2024-06-27 00:00:00,0.16613585899302474,0.1814368800794316,0.20811073168000582,0.23218136794293687,0.18511529661201287
2024-06-28 00:00:00,0.1769094103906762,0.16613585899302474,0.15773165457252936,0.2376256235146178,0.1756904313346097
2024-06-29 00:00:00,0.15388870114462638,0.1769094103906762,0.1814368800794316,0.22398915332663638,0.16480886801392258
2024-06-30 00:00:00,0.16291125919346638,0.15388870114462638,0.16613585899302474,0.22678466279327114,0.15489391790811657
2024-07-01 00:00:00,0.19368281711198743,0.16291125919346638,0.1769094103906762,0.20811073168000582,0.15265429945958342
2024-07-02 00:00:00,0.1966138904562974,0.19368281711198743,0.15388870114462638,0.15773165457252936,0.15868991690068857
2024-07-03 00:00:00,0.18478720751996425,0.1966138904562974,0.16291125919346638,0.1814368800794316,0.15920998202230185
2024-07-04 00:00:00,0.15302929025710832,0.18478720751996425,0.19368281711198743,0.16613585899302474,0.15717547363929585
2024-07-05 00:00:00,0.10165391377245125,0.15302929025710832,0.1966138904562974,0.1769094103906762,0.1454937023212628
2024-07-06 00:00:00,0.0892777252857182,0.10165391377245125,0.18478720751996425,0.15388870114462638,0.13546426024013858
2024-07-07 00:00:00,0.11370115633203537,0.0892777252857182,0.15302929025710832,0.16291125919346638,0.12782546714200205
2024-07-08 00:00:00,0.0752132401266683,0.11370115633203537,0.10165391377245125,0.19368281711198743,0.10943565418910373
2024-07-09 00:00:00,0.0904642518208858,0.0752132401266683,0.0892777252857182,0.1966138904562974,0.09295824244174122
2024-07-10 00:00:00,0.1110520057376988,0.0904642518208858,0.11370115633203537,0.18478720751996425,0.08151246367452147
2024-07-11 00:00:00,0.10234904072929252,0.1110520057376988,0.0752132401266683,0.15302929025710832,0.07364546243302761
2024-07-12 00:00:00,0.09165420620700926,0.10234904072929252,0.0904642518208858,0.10165391377245125,0.07209322635359161
2024-07-13 00:00:00,0.10026293407565556,0.09165420620700926,0.1110520057376988,0.0892777252857182,0.07379843996231839
2024-07-14 00:00:00,0.12062661163600774,0.10026293407565556,0.10234904072929252,0.11370115633203537,0.07487346555871666
2024-07-15 00:00:00,0.1497208836443349,0.12062661163600774,0.09165420620700926,0.0752132401266683,0.08643914902545946
2024-07-16 00:00:00,0.2186871162257017,0.1497208836443349,0.10026293407565556,0.0904642518208858,0.10634294671506894
2024-07-17 00:00:00,0.222556623963574,0.2186871162257017,0.12062661163600774,0.1110520057376988,0.123651602023362
2024-07-18 00:00:00,0.20431722922141404,0.222556623963574,0.1497208836443349,0.10234904072929252,0.1394799350117406
2024-07-19 00:00:00,0.20370537911293807,0.20431722922141404,0.2186871162257017,0.09165420620700926,0.1568734309904447
2024-07-20 00:00:00,0.24969530861259448,0.20370537911293807,0.222556623963574,0.10026293407565556,0.18006954164408762
2024-07-21 00:00:00,0.2581381046501189,0.24969530861259448,0.20431722922141404,0.12062661163600774,0.20141519594415036
2024-07-22 00:00:00,0.27254298372446606,0.2581381046501189,0.20370537911293807,0.1497208836443349,0.22048064299335923
2024-07-23 00:00:00,0.26558149805395204,0.27254298372446606,0.24969530861259448,0.2186871162257017,0.22775997100573298
2024-07-24 00:00:00,0.23844970133467636,0.26558149805395204,0.2581381046501189,0.222556623963574,0.23022702396175676
2024-07-25 00:00:00,0.23132720443920995,0.23844970133467636,0.27254298372446606,0.20431722922141404,0.23441973237481406
2024-07-26 00:00:00,0.24301349869382805,0.23132720443920995,0.26558149805395204,0.20370537911293807,0.24052145895321075
2024-07-27 00:00:00,0.27605084857277074,0.24301349869382805,0.23844970133467636,0.24969530861259448,0.24461258059366675
2024-07-28 00:00:00,0.2782717519161161,0.27605084857277074,0.23132720443920995,0.2581381046501189,0.2477378893581874
2024-07-29 00:00:00,0.28039097898965804,0.2782717519161161,0.24301349869382805,0.27254298372446606,0.2489561191236236
2024-07-30 00:00:00,0.2575158487010022,0.28039097898965804,0.27605084857277074,0.26558149805395204,0.24770410331738146
2024-07-31 00:00:00,0.25028649767689226,0.2575158487010022,0.2782717519161161,0.23844970133467636,0.2495415072841558
2024-08-01 00:00:00,0.21950017336483885,0.25028649767689226,0.28039097898965804,0.23132720443920995,0.24770561916181744
2024-08-02 00:00:00,0.23214852756237592,0.21950017336483885,0.2575158487010022,0.24301349869382805,0.246019069822059
2024-08-03 00:00:00,0.1610565178638831,0.23214852756237592,0.25028649767689226,0.27605084857277074,0.22816871291023988
2024-08-04 00:00:00,0.15015362041609026,0.1610565178638831,0.21950017336483885,0.2782717519161161,0.2082811727154077
2024-08-05 00:00:00,0.09641872589974765,0.15015362041609026,0.23214852756237592,0.28039097898965804,0.17972350070425525
2024-08-06 00:00:00,0.04139770099928475,0.09641872589974765,0.1610565178638831,0.2575158487010022,0.14617588102756862
2024-08-07 00:00:00,0.07215564251284179,0.04139770099928475,0.15015362041609026,0.25028649767689226,0.11852495839438792
2024-08-08 00:00:00,0.05007311363831646,0.07215564251284179,0.09641872589974765,0.21950017336483885,0.0922251098018978
2024-08-09 00:00:00,0.15657528621227768,0.05007311363831646,0.04139770099928475,0.23214852756237592,0.08049401555780511
2024-08-10 00:00:00,0.1391067903460388,0.15657528621227768,0.07215564251284179,0.1610565178638831,0.07708680002034907
2024-08-11 00:00:00,0.13870671225234366,0.1391067903460388,0.05007311363831646,0.15015362041609026,0.07530991767319262
2024-08-12 00:00:00,0.1037226674581947,0.13870671225234366,0.15657528621227768,0.09641872589974765,0.07644369498967096
2024-08-13 00:00:00,0.11478578282600971,0.1037226674581947,0.1391067903460388,0.04139770099928475,0.08783559096928362
2024-08-14 00:00:00,0.12223730133246946,0.11478578282600971,0.13870671225234366,0.07215564251284179,0.09560967408412346
2024-08-15 00:00:00,0.08539110637860192,0.12223730133246946,0.1037226674581947,0.05007311363831646,0.10109202066535738
2024-08-16 00:00:00,0.07594988733551944,0.08539110637860192,0.11478578282600971,0.15657528621227768,0.08857668936827556
2024-08-17 00:00:00,0.09148150839449054,0.07594988733551944,0.12223730133246946,0.1391067903460388,0.08118390508386342
2024-08-18 00:00:00,0.10016791413174153,0.09148150839449054,0.08539110637860192,0.13870671225234366,0.07520159885046485
2024-08-19 00:00:00,0.08414345978991422,0.10016791413174153,0.07594988733551944,0.1037226674581947,0.07216235471751542
2024-08-20 00:00:00,0.09238784284796153,0.08414345978991422,0.09148150839449054,0.11478578282600971,0.06868556399024195
2024-08-21 00:00:00,0.07948709319920721,0.09238784284796153,0.10016791413174153,0.12223730133246946,0.06204952838284239
2024-08-22 00:00:00,0.11556774057490027,0.07948709319920721,0.08414345978991422,0.08539110637860192,0.0667337914024253
2024-08-23 00:00:00,0.1185545023926109,0.11556774057490027,0.09238784284796153,0.07594988733551944,0.07334722686634398
2024-08-24 00:00:00,0.1541209250138712,0.1185545023926109,0.07948709319920721,0.09148150839449054,0.08307062745932337
2024-08-25 00:00:00,0.15578970809344017,0.1541209250138712,0.11556774057490027,0.10016791413174153,0.09170469548834181
2024-08-26 00:00:00,0.15829774139891883,0.15578970809344017,0.1185545023926109,0.08414345978991422,0.10321552724065852
2024-08-27 00:00:00,0.1417808791110079,0.15829774139891883,0.1541209250138712,0.09238784284796153,0.11088271675181627
2024-08-28 00:00:00,0.08868095247512098,0.1417808791110079,0.15578970809344017,0.07948709319920721,0.11230986249422292
2024-08-29 00:00:00,0.07872958256002172,0.08868095247512098,0.15829774139891883,0.11556774057490027,0.10659154347374677
2024-08-30 00:00:00,0.08502312404322276,0.07872958256002172,0.1417808791110079,0.1185545023926109,0.10138652973444295
2024-08-31 00:00:00,0.08596441666211374,0.08502312404322276,0.08868095247512098,0.1541209250138712,0.09080672121308053
2024-09-01 00:00:00,0.08289501688340295,0.08596441666211374,0.07872958256002172,0.15578970809344017,0.0794914133448168
2024-09-02 00:00:00,0.05779978206077008,0.08289501688340295,0.08502312404322276,0.15829774139891883,0.06389130130419085
2024-09-03 00:00:00,0.08665481646505302,0.05779978206077008,0.08596441666211374,0.1417808791110079,0.05533418472889928
2024-09-04 00:00:00,0.06151615023724233,0.08665481646505302,0.08289501688340295,0.08868095247512098,0.05111744280435471
2024-09-05 00:00:00,0.06332836172505252,0.06151615023724233,0.05779978206077008,0.07872958256002172,0.04872673982719733
2024-09-06 00:00:00,0.03247820794412437,0.06332836172505252,0.08665481646505302,0.08502312404322276,0.04057028984841582
2024-09-07 00:00:00,0.0,0.03247820794412437,0.06151615023724233,0.08596441666211374,0.027226192711838904
2024-09-08 00:00:00,0.0035468450050905043,0.0,0.06332836172505252,0.08289501688340295,0.014909122995472646
2024-09-09 00:00:00,0.010974968256096007,0.0035468450050905043,0.03247820794412437,0.05779978206077008,0.007640593898513348
2024-09-10 00:00:00,0.05015832198630654,0.010974968256096007,0.0,0.08665481646505302,0.0019753106757682826
2024-09-11 00:00:00,0.05946514542286929,0.05015832198630654,0.0035468450050905043,0.06151615023724233,0.0016569369982250004
2024-09-12 00:00:00,0.05265415716550581,0.05946514542286929,0.010974968256096007,0.06332836172505252,0.0
2024-09-13 00:00:00,0.06388444303917118,0.05265415716550581,0.05015832198630654,0.03247820794412437,0.004875131689076939
2024-09-14 00:00:00,0.10151906283238077,0.06388444303917118,0.05946514542286929,0.0,0.020633747733366348
2024-09-15 00:00:00,0.09192716698227266,0.10151906283238077,0.05265415716550581,0.0035468450050905043,0.03435286137617688
2024-09-16 00:00:00,0.07897773494754357,0.09192716698227266,0.06388444303917118,0.010974968256096007,0.0449088048644386
2024-09-17 00:00:00,0.06196089120038906,0.07897773494754357,0.10151906283238077,0.05015832198630654,0.04674089581752361
2024-09-18 00:00:00,0.09315792000313206,0.06196089120038906,0.09192716698227266,0.05946514542286929,0.0519709627947359
2024-09-19 00:00:00,0.10864155001937137,0.09315792000313206,0.07897773494754357,0.05265415716550581,0.06066178206245909
2024-09-20 00:00:00,0.1246631427985998,0.10864155001937137,0.06196089120038906,0.06388444303917118,0.07009634702452305
2024-09-21 00:00:00,0.1245130796783076,0.1246631427985998,0.09315792000313206,0.10151906283238077,0.07366566565967614
2024-09-22 00:00:00,0.1287191197681491,0.1245130796783076,0.10864155001937137,0.09192716698227266,0.07937681232805649
2024-09-23 00:00:00,0.131458665334117,0.1287191197681491,0.1246631427985998,0.07897773494754357,0.08752332992322565
2024-09-24 00:00:00,0.12854812677654492,0.131458665334117,0.1245130796783076,0.06196089120038906,0.09785954313894307
2024-09-25 00:00:00,0.14159589419415897,0.12854812677654492,0.1287191197681491,0.09315792000313206,0.10537848013405582
2024-09-26 00:00:00,0.1286154699678248,0.14159589419415897,0.131458665334117,0.10864155001937137,0.10847899472299316
2024-09-27 00:00:00,0.15336180364953367,0.1286154699678248,0.12854812677654492,0.1246631427985998,0.11293383467834084
2024-09-28 00:00:00,0.1628285923014613,0.15336180364953367,0.14159589419415897,0.1245130796783076,0.11888148071764038
2024-09-29 00:00:00,0.16501073763496799,0.1628285923014613,0.1286154699678248,0.1287191197681491,0.12451496132348039
2024-09-30 00:00:00,0.16086475657925814,0.16501073763496799,0.15336180364953367,0.131458665334117,0.12907961438830062
2024-10-01 00:00:00,0.12908982635285826,0.16086475657925814,0.1628285923014613,0.12854812677654492,0.1291637014099527
2024-10-02 00:00:00,0.09741408196541501,0.12908982635285826,0.16501073763496799,0.14159589419415897,0.12230544055107107
2024-10-03 00:00:00,0.09549303968179546,0.09741408196541501,0.16086475657925814,0.1286154699678248,0.11716390706200497
2024-10-04 00:00:00,0.10779768234562104,0.09549303968179546,0.12908982635285826,0.15336180364953367,0.11009107292631826
2024-10-05 00:00:00,0.14072439250868118,0.10779768234562104,0.09741408196541501,0.1628285923014613,0.10665987894380691
2024-10-06 00:00:00,0.1405493821181607,0.14072439250868118,0.09549303968179546,0.16501073763496799,0.10286278804523641
2024-10-07 00:00:00,0.1519288231690551,0.1405493821181607,0.10779768234562104,0.16086475657925814,0.1014756796571179
2024-10-08 00:00:00,0.1482238294857222,0.1519288231690551,0.14072439250868118,0.12908982635285826,0.10444581551484222
2024-10-09 00:00:00,0.14337137885879792,0.1482238294857222,0.1405493821181607,0.09741408196541501,0.11157968156886611
2024-10-10 00:00:00,0.1192255350371274,0.14337137885879792,0.1519288231690551,0.09549303968179546,0.1152636328548926
2024-10-11 00:00:00,0.11167654331301935,0.1192255350371274,0.1482238294857222,0.10779768234562104,0.11586574125669435
2024-10-12 00:00:00,0.13895154277592314,0.11167654331301935,0.14337137885879792,0.14072439250868118,0.11559054507714639
2024-10-13 00:00:00,0.15175094076523565,0.13895154277592314,0.1192255350371274,0.1405493821181607,0.11732934227337655
2024-10-14 00:00:00,0.14590910821437908,0.15175094076523565,0.11167654331301935,0.1519288231690551,0.11639491307338057
2024-10-15 00:00:00,0.19708641473187438,0.14590910821437908,0.13895154277592314,0.1482238294857222,0.1239797616559255
2024-10-16 00:00:00,0.21181291502385868,0.19708641473187438,0.15175094076523565,0.14337137885879792,0.13460381451669012
2024-10-17 00:00:00,0.22283934339916167,0.21181291502385868,0.14590910821437908,0.1192255350371274,0.15068759402871956
2024-10-18 00:00:00,0.21342891779392092,0.22283934339916167,0.19708641473187438,0.11167654331301935,0.16648242660796408
2024-10-19 00:00:00,0.22773712312786876,0.21342891779392092,0.21181291502385868,0.13895154277592314,0.18026444775748796
2024-10-20 00:00:00,0.2265397847733982,0.22773712312786876,0.22283934339916167,0.15175094076523565,0.19187378145540457
2024-10-21 00:00:00,0.23549405771085807,0.2265397847733982,0.21342891779392092,0.14590910821437908,0.20577988719628393
2024-10-22 00:00:00,0.2170554606138947,0.23549405771085807,0.22773712312786876,0.19708641473187438,0.20887964519291868
2024-10-23 00:00:00,0.21834127505121959,0.2170554606138947,0.2265397847733982,0.21181291502385868,0.20989303042520713
2024-10-24 00:00:00,0.21288062296970678,0.21834127505121959,0.23549405771085807,0.22283934339916167,0.20834715670295534
2024-10-25 00:00:00,0.23466573588988082,0.21288062296970678,0.2170554606138947,0.21342891779392092,0.21164370863162318
2024-10-26 00:00:00,0.21322712258888454,0.23466573588988082,0.21834127505121959,0.22773712312786876,0.20939134812989346
2024-10-27 00:00:00,0.22007077180875345,0.21322712258888454,0.21288062296970678,0.2265397847733982,0.2083871752322013
2024-10-28 00:00:00,0.23517557876348383,0.22007077180875345,0.23466573588988082,0.23549405771085807,0.20833773833523006
2024-10-29 00:00:00,0.26888282350333503,0.23517557876348383,0.21322712258888454,0.2170554606138947,0.2163828038586506
2024-10-30 00:00:00,0.31705435573412555,0.26888282350333503,0.22007077180875345,0.21834127505121959,0.23170585249237674
2024-10-31 00:00:00,0.3049538499209047,0.31705435573412555,0.23517557876348383,0.21288062296970678,0.24599820893264734
2024-11-01 00:00:00,0.2734685056554974,0.3049538499209047,0.26888282350333503,0.23466573588988082,0.252021490995455
2024-11-02 00:00:00,0.2702563316143526,0.2734685056554974,0.31705435573412555,0.21322712258888454,0.26087402945737637
2024-11-03 00:00:00,0.26692058361168913,0.2702563316143526,0.3049538499209047,0.22007077180875345,0.2681464389472934
2024-11-04 00:00:00,0.2591154904968419,0.26692058361168913,0.2734685056554974,0.23517557876348383,0.27186258709341105
2024-11-05 00:00:00,0.23943873081817124,0.2591154904968419,0.2702563316143526,0.26888282350333503,0.2672920351354593
2024-11-06 00:00:00,0.2583037116547283,0.23943873081817124,0.26692058361168913,0.31705435573412555,0.25817228149933125
2024-11-07 00:00:00,0.3665301058366156,0.2583037116547283,0.2591154904968419,0.3049538499209047,0.26773064962594373
2024-11-08 00:00:00,0.3527832042445068,0.3665301058366156,0.23943873081817124,0.2734685056554974,0.2800425233456256
2024-11-09 00:00:00,0.367791558009661,0.3527832042445068,0.2583037116547283,0.2702563316143526,0.2951827358404382
2024-11-10 00:00:00,0.36905742435629174,0.367791558009661,0.3665301058366156,0.26692058361168913,0.31103724840551616
2024-11-11 00:00:00,0.4296017585642383,0.36905742435629174,0.3527832042445068,0.2591154904968419,0.3375015159464192
2024-11-12 00:00:00,0.5669914736350933,0.4296017585642383,0.367791558009661,0.23943873081817124,0.3883469213736581
2024-11-13 00:00:00,0.5679116219018329,0.5669914736350933,0.36905742435629174,0.2583037116547283,0.43640678368655816
2024-11-14 00:00:00,0.6073223303487342,0.5679116219018329,0.4296017585642383,0.3665301058366156,0.4737845145941215
2024-11-15 00:00:00,0.5681324381148382,0.6073223303487342,0.5669914736350933,0.3527832042445068,0.5072127772012895
2024-11-16 00:00:00,0.617355405202305,0.5681324381148382,0.5679116219018329,0.367791558009661,0.5459521108468142
2024-11-17 00:00:00,0.6118814030182801,0.617355405202305,0.6073223303487342,0.36905742435629174,0.5836452271869348
2024-11-18 00:00:00,0.5992665556932036,0.6118814030182801,0.5681324381148382,0.4296017585642383,0.6099819793159624
2024-11-19 00:00:00,0.6055912912132703,0.5992665556932036,0.617355405202305,0.5669914736350933,0.6159737574867126
2024-11-20 00:00:00,0.6341326058630282,0.6055912912132703,0.6118814030182801,0.5679116219018329,0.6262531181427755
2024-11-21 00:00:00,0.6735893930644264,0.6341326058630282,0.5992665556932036,0.6073223303487342,0.636539631518531
2024-11-22 00:00:00,0.7385231616877675,0.6735893930644264,0.6055912912132703,0.5681324381148382,0.662989067864568
2024-11-23 00:00:00,0.749766953847636,0.7385231616877675,0.6341326058630282,0.617355405202305,0.6835430672486713
2024-11-24 00:00:00,0.7297061501793008,0.749766953847636,0.6735893930644264,0.6118814030182801,0.7018327844625873
2024-11-25 00:00:00,0.7339354263957266,0.7297061501793008,0.7385231616877675,0.5992665556932036,0.7227371837676031
2024-11-26 00:00:00,0.6484975702031525,0.7339354263957266,0.749766953847636,0.6055912912132703,0.7293974459649317
2024-11-27 00:00:00,0.6365259086730292,0.6484975702031525,0.7297061501793008,0.6341326058630282,0.729768953926178
2024-11-28 00:00:00,0.6959584706791727,0.6365259086730292,0.7339354263957266,0.6735893930644264,0.7332412644022679
2024-11-29 00:00:00,0.6916544619100892,0.6959584706791727,0.6484975702031525,0.7385231616877675,0.7259659229670246
2024-11-30 00:00:00,0.7155031280966787,0.6916544619100892,0.6365259086730292,0.749766953847636,0.7206472127745429
2024-12-01 00:00:00,0.7004938523541325,0.7155031280966787,0.6959584706791727,0.7297061501793008,0.7161126419032737
2024-12-02 00:00:00,0.7135759863350045,0.7004938523541325,0.6916544619100892,0.7339354263957266,0.7129522837415421
